44
(1, 0, 299)
(2, 0, 460)
(3, 0, 209)
(4, 0, 701)
(5, 0, 473)
(5, 1, 338)
(5, 2, 467)
(6, 0, 724)
(6, 3, 211)
(7, 6, 487)
(7, 1, 518)
(7, 0, 652)
(7, 4, 11)
(7, 2, 548)
(8, 6, 493)
(8, 1, 817)
(8, 3, 870)
(8, 0, 215)
(8, 4, 533)
(9, 8, 312)
(9, 4, 82)
(9, 1, 620)
(9, 7, 667)
(10, 7, 742)
(10, 9, 432)
(10, 1, 791)
(11, 7, 912)
(11, 4, 917)
(11, 6, 763)
(11, 3, 309)
(11, 10, 945)
(11, 1, 141)
(11, 2, 241)
(11, 0, 606)
(11, 8, 752)
(11, 5, 718)
(11, 9, 779)
(12, 11, 708)
(12, 6, 69)
(12, 5, 694)
(12, 9, 77)
(12, 0, 433)
(12, 1, 114)
(12, 10, 70)
(12, 4, 237)
(12, 8, 226)
(12, 3, 794)
(12, 7, 587)
(12, 2, 277)
(13, 8, 294)
(14, 13, 476)
(14, 10, 608)
(14, 12, 14)
(14, 5, 372)
(14, 3, 87)
(14, 0, 389)
(15, 3, 503)
(15, 0, 876)
(15, 9, 818)
(15, 10, 367)
(15, 8, 465)
(15, 12, 8)
(15, 4, 579)
(15, 11, 106)
(15, 13, 560)
(15, 1, 626)
(15, 5, 641)
(15, 7, 479)
(16, 10, 502)
(16, 2, 58)
(16, 3, 686)
(17, 3, 842)
(17, 9, 457)
(17, 7, 705)
(17, 6, 374)
(18, 5, 929)
(18, 17, 249)
(18, 13, 900)
(18, 2, 443)
(18, 10, 38)
(18, 16, 245)
(18, 0, 950)
(18, 9, 37)
(18, 7, 530)
(18, 8, 435)
(18, 6, 434)
(18, 3, 22)
(18, 12, 353)
(18, 4, 840)
(19, 13, 19)
(19, 4, 50)
(19, 1, 928)
(19, 5, 743)
(19, 9, 517)
(19, 14, 884)
(19, 2, 342)
(19, 10, 388)
(20, 2, 566)
(20, 11, 814)
(20, 14, 346)
(20, 12, 756)
(20, 9, 49)
(21, 11, 741)
(21, 18, 399)
(22, 10, 869)
(22, 17, 234)
(22, 9, 97)
(22, 13, 630)
(22, 16, 242)
(22, 15, 673)
(22, 12, 562)
(22, 19, 904)
(22, 4, 99)
(22, 21, 482)
(22, 1, 821)
(23, 19, 879)
(23, 18, 452)
(23, 12, 675)
(23, 1, 357)
(23, 6, 10)
(23, 16, 737)
(23, 2, 264)
(23, 5, 625)
(23, 13, 318)
(23, 21, 646)
(23, 7, 611)
(23, 0, 532)
(23, 20, 554)
(23, 8, 147)
(23, 9, 908)
(23, 3, 902)
(23, 15, 303)
(23, 4, 901)
(23, 10, 370)
(23, 14, 451)
(23, 17, 605)
(24, 11, 604)
(24, 13, 855)
(24, 4, 403)
(24, 20, 207)
(24, 5, 567)
(24, 12, 553)
(24, 21, 281)
(24, 15, 26)
(24, 2, 584)
(24, 7, 268)
(24, 17, 164)
(24, 8, 758)
(24, 18, 823)
(24, 0, 637)
(25, 4, 232)
(25, 2, 911)
(25, 1, 723)
(25, 18, 220)
(25, 11, 349)
(25, 13, 693)
(25, 21, 938)
(25, 16, 184)
(25, 20, 276)
(25, 17, 526)
(25, 7, 942)
(25, 12, 853)
(25, 19, 607)
(26, 3, 573)
(26, 19, 439)
(26, 21, 405)
(26, 15, 428)
(27, 25, 201)
(27, 5, 336)
(27, 4, 700)
(27, 1, 575)
(27, 6, 308)
(27, 21, 410)
(28, 1, 175)
(28, 0, 695)
(28, 13, 525)
(28, 19, 585)
(28, 27, 306)
(28, 20, 162)
(28, 3, 41)
(28, 2, 189)
(28, 16, 882)
(28, 24, 300)
(28, 4, 94)
(28, 11, 655)
(28, 21, 371)
(29, 2, 15)
(29, 15, 807)
(29, 20, 203)
(29, 23, 829)
(29, 24, 622)
(29, 14, 754)
(29, 18, 273)
(30, 7, 206)
(30, 5, 925)
(30, 4, 376)
(30, 21, 699)
(30, 20, 961)
(30, 17, 864)
(30, 9, 65)
(30, 26, 213)
(30, 6, 86)
(30, 1, 110)
(30, 10, 762)
(30, 12, 59)
(30, 22, 761)
(30, 14, 257)
(30, 13, 442)
(30, 2, 795)
(30, 15, 591)
(31, 9, 149)
