66
(1, 0, 1624)
(2, 1, 1639)
(3, 1, 589)
(3, 2, 243)
(3, 0, 1927)
(4, 1, 1609)
(5, 3, 280)
(6, 5, 1241)
(6, 2, 438)
(6, 0, 1221)
(6, 4, 436)
(6, 1, 902)
(6, 3, 1353)
(7, 6, 2036)
(7, 0, 1345)
(7, 1, 155)
(7, 3, 1447)
(7, 4, 1976)
(7, 5, 852)
(8, 0, 96)
(8, 4, 42)
(8, 2, 625)
(8, 7, 1845)
(8, 1, 1326)
(9, 7, 160)
(9, 2, 1471)
(9, 0, 116)
(9, 1, 350)
(9, 4, 1426)
(9, 5, 1822)
(9, 6, 1413)
(9, 3, 2096)
(10, 4, 1571)
(10, 7, 1273)
(10, 9, 483)
(10, 3, 1668)
(10, 2, 1081)
(10, 5, 179)
(10, 8, 440)
(11, 0, 65)
(11, 1, 1992)
(11, 7, 1605)
(11, 5, 2148)
(11, 3, 241)
(11, 2, 107)
(11, 8, 595)
(12, 10, 1856)
(12, 3, 1289)
(12, 7, 1197)
(12, 0, 1585)
(12, 4, 1797)
(12, 9, 1895)
(13, 2, 1306)
(13, 1, 92)
(14, 2, 1672)
(14, 7, 1864)
(14, 6, 1251)
(14, 13, 698)
(14, 12, 694)
(14, 10, 1460)
(14, 3, 664)
(14, 11, 1951)
(14, 8, 422)
(14, 9, 617)
(14, 1, 232)
(14, 0, 1312)
(14, 4, 509)
(15, 1, 1339)
(15, 9, 1552)
(15, 12, 908)
(15, 13, 1231)
(15, 3, 877)
(15, 8, 1099)
(15, 6, 942)
(15, 2, 1041)
(15, 11, 1234)
(15, 4, 1246)
(15, 5, 112)
(16, 15, 1792)
(16, 12, 1429)
(16, 3, 1174)
(16, 1, 393)
(17, 13, 996)
(17, 14, 1551)
(18, 15, 91)
(19, 9, 324)
(19, 15, 1472)
(20, 1, 930)
(20, 14, 1665)
(20, 18, 1683)
(20, 6, 2094)
(20, 3, 1961)
(20, 4, 1239)
(20, 9, 1156)
(20, 15, 297)
(20, 2, 67)
(20, 8, 1328)
(20, 10, 2021)
(21, 12, 1870)
(21, 17, 1408)
(21, 19, 282)
(21, 13, 834)
(21, 5, 318)
(21, 10, 685)
(21, 1, 455)
