1013
(1, 0, 29697)
(2, 1, 126736)
(2, 0, 79681)
(3, 2, 420691)
(3, 0, 426833)
(4, 2, 249937)
(4, 1, 51233)
(4, 3, 175236)
(4, 0, 279198)
(5, 0, 289130)
(5, 1, 69442)
(5, 4, 73303)
(5, 3, 83710)
(6, 2, 124678)
(6, 3, 94838)
(6, 1, 252870)
(7, 5, 182727)
(7, 1, 173288)
(7, 0, 458880)
(7, 4, 439709)
(7, 2, 69464)
(8, 5, 18448)
(9, 0, 311222)
(9, 8, 9689)
(9, 3, 131926)
(9, 7, 246187)
(9, 4, 312325)
(10, 0, 201504)
(10, 9, 189625)
(10, 7, 112637)
(10, 2, 369554)
(10, 1, 407158)
(10, 6, 158147)
(10, 4, 187099)
(10, 5, 426463)
(11, 6, 330375)
(11, 10, 201774)
(11, 8, 235556)
(11, 2, 335723)
(11, 1, 452932)
(11, 5, 139992)
(11, 4, 163472)
(11, 7, 65954)
(11, 9, 338625)
(11, 3, 27103)
(11, 0, 106952)
(12, 10, 58176)
(12, 6, 326414)
(12, 7, 462067)
(12, 4, 411785)
(13, 4, 223003)
(13, 10, 364242)
(13, 3, 23349)
(13, 8, 187796)
(13, 11, 378914)
(13, 12, 234119)
(14, 5, 383395)
(14, 1, 479221)
(14, 7, 166958)
(14, 8, 458400)
(14, 9, 260749)
(14, 3, 403225)
(14, 10, 122538)
(14, 12, 431650)
(14, 0, 221047)
(14, 4, 198600)
(15, 3, 148913)
(15, 5, 275025)
(15, 8, 202348)
(15, 12, 119084)
(15, 11, 282423)
(15, 1, 124879)
(15, 4, 403282)
(15, 10, 216343)
(15, 14, 139435)
(15, 6, 457315)
(15, 7, 234397)
(16, 10, 99657)
(16, 9, 273548)
(16, 2, 118820)
(17, 1, 90397)
(17, 4, 109961)
(17, 2, 131406)
(17, 15, 387858)
(17, 11, 240252)
(17, 7, 162592)
(17, 9, 350661)
(17, 14, 363869)
(17, 8, 159637)
(17, 6, 182079)
(17, 3, 407300)
(17, 16, 444506)
(17, 5, 260762)
(17, 13, 277569)
(17, 12, 147308)
(18, 15, 446647)
(18, 16, 431148)
(18, 2, 505639)
(19, 10, 94337)
(19, 7, 39223)
(19, 4, 384862)
(19, 2, 256584)
(19, 0, 455273)
(19, 12, 32231)
(19, 1, 107288)
(19, 15, 173604)
(19, 14, 256151)
(19, 13, 422179)
(19, 18, 234155)
(19, 9, 100762)
(19, 8, 391840)
(19, 16, 135732)
(19, 17, 429568)
(19, 6, 255593)
(20, 1, 253340)
(20, 15, 231587)
(20, 18, 468786)
(20, 6, 451495)
(20, 12, 416408)
(20, 7, 182784)
(20, 16, 328653)
(20, 10, 318253)
(21, 1, 319696)
(21, 7, 368164)
(21, 5, 231617)
(21, 9, 4496)
(21, 14, 180712)
(21, 20, 194852)
(21, 8, 170316)
(21, 11, 331208)
(22, 11, 112072)
(22, 9, 258483)
(22, 16, 2581)
(22, 19, 380196)
(22, 5, 128105)
(22, 4, 370035)
(22, 14, 99787)
(22, 1, 349820)
(22, 10, 109329)
(22, 12, 326560)
(22, 3, 484753)
(22, 7, 304622)
(22, 20, 368713)
(22, 17, 163872)
(22, 2, 357628)
(22, 21, 48589)
(22, 8, 97991)
(22, 0, 496144)
(22, 13, 358963)
(22, 18, 133344)
(23, 20, 419058)
(23, 19, 337401)
(23, 3, 186271)
(23, 13, 111459)
(23, 11, 162283)
(23, 17, 205348)
(23, 18, 303436)
(23, 7, 344526)
(23, 10, 326271)
(24, 20, 314971)
(24, 7, 502007)
(24, 9, 460416)
(24, 15, 149222)
(24, 14, 418734)
(24, 21, 508566)
(25, 4, 214735)
(25, 2, 379060)
(25, 6, 115798)
(25, 16, 309902)
(26, 18, 71528)
(26, 7, 378408)
(26, 5, 453730)
(26, 9, 349883)
(26, 13, 508766)
(26, 0, 435139)
(26, 25, 235093)
(26, 15, 211856)
(26, 22, 361002)
(27, 5, 173481)
(27, 20, 88522)
(27, 1, 154253)
(27, 26, 481694)
(27, 15, 481421)
(27, 19, 261259)
(27, 25, 352665)
(27, 17, 209743)
(27, 10, 291300)
(27, 13, 32809)
(27, 2, 241406)
(27, 14, 40772)
(27, 22, 372489)
(27, 16, 55962)
(27, 11, 68265)
(27, 3, 321669)
(27, 12, 261615)
(27, 0, 453871)
(27, 18, 88364)
(27, 9, 454345)
(27, 24, 385754)
(27, 6, 190786)
(27, 21, 363893)
(27, 7, 208283)
(28, 10, 358945)
(28, 17, 469627)
(29, 14, 62032)
(29, 12, 404633)
(29, 27, 270261)
(29, 18, 270674)
(29, 3, 449987)
(29, 5, 239919)
(29, 0, 499664)
(29, 7, 112380)
(29, 28, 486660)
(29, 16, 235643)
(29, 1, 414582)
(29, 25, 413696)
(29, 24, 375507)
(29, 20, 246058)
(29, 15, 202137)
(29, 22, 67148)
(29, 23, 501568)
(29, 8, 399245)
(29, 17, 358559)
(30, 17, 309543)
(30, 26, 101656)
(30, 28, 313629)
(30, 18, 187492)
(30, 22, 503270)
(30, 16, 35861)
(30, 14, 47145)
(30, 19, 349062)
(30, 27, 338039)
(30, 10, 384902)
(31, 18, 415488)
(31, 1, 424585)
(31, 8, 222735)
(31, 17, 324757)
(31, 7, 285572)
(31, 13, 481291)
(31, 26, 242158)
(31, 24, 352382)
(31, 15, 327683)
(31, 4, 412713)
(31, 3, 464513)
(31, 2, 92539)
(31, 20, 315879)
(31, 0, 438804)
(31, 30, 476915)
(31, 22, 479178)
(31, 16, 51085)
(31, 12, 34885)
(31, 9, 373743)
(31, 19, 442063)
(31, 23, 47492)
(31, 28, 359224)
(32, 9, 404355)
(32, 19, 182358)
(32, 0, 310478)
(32, 18, 427722)
(32, 15, 45704)
(32, 21, 347942)
(32, 12, 445925)
(32, 27, 321516)
(32, 14, 296639)
(33, 13, 141969)
(33, 5, 479896)
(33, 11, 435189)
(33, 23, 406880)
(33, 8, 287416)
(33, 2, 91331)
(33, 27, 245641)
(33, 9, 316011)
(33, 0, 103438)
(33, 31, 177937)
(33, 17, 437647)
(33, 26, 169030)
(33, 6, 243577)
(33, 32, 12128)
(33, 30, 116694)
(33, 19, 364563)
(33, 22, 500558)
(33, 25, 495517)
(33, 12, 296962)
(33, 18, 99339)
(33, 10, 292831)
(33, 20, 21330)
(34, 3, 40659)
(34, 15, 108375)
(34, 7, 460275)
(34, 8, 345502)
(34, 2, 166035)
(34, 23, 269954)
(34, 30, 463882)
(34, 12, 234476)
(35, 15, 286781)
(35, 25, 15234)
(35, 21, 256017)
(35, 19, 38927)
(35, 5, 106422)
(35, 1, 269538)
(35, 4, 316028)
(35, 2, 114392)
(35, 16, 261784)
(35, 12, 354958)
(35, 11, 24855)
(35, 17, 296481)
(35, 29, 464963)
(35, 32, 76250)
(35, 30, 79974)
(35, 34, 91404)
(35, 33, 156121)
(35, 18, 417458)
(35, 28, 113585)
(35, 7, 420062)
(35, 13, 350085)
(35, 26, 406146)
(35, 27, 279483)
(35, 10, 18743)
(35, 22, 488646)
(35, 24, 107076)
(35, 31, 80601)
(35, 20, 113098)
(35, 8, 422798)
(35, 14, 234372)
(35, 9, 302150)
(35, 3, 401714)
(35, 6, 206411)
(35, 0, 324345)
(35, 23, 480622)
(36, 32, 93615)
(36, 15, 211707)
(36, 9, 405519)
(36, 35, 466848)
(36, 31, 16385)
(36, 33, 310402)
(37, 22, 379269)
(37, 20, 75195)
(37, 28, 418853)
(37, 10, 50294)
(37, 7, 217398)
(37, 1, 288608)
(37, 35, 280310)
(37, 3, 392303)
(37, 31, 387035)
(37, 6, 123232)
(37, 23, 477802)
(37, 0, 290579)
(37, 19, 209624)
(37, 14, 268146)
(37, 5, 58502)
(37, 18, 305167)
(37, 34, 468322)
(37, 17, 503871)
(37, 12, 120300)
(37, 16, 191633)
(37, 11, 466903)
(37, 26, 402873)
(37, 30, 310171)
(37, 21, 336895)
(37, 2, 469053)
(37, 8, 184812)
(37, 33, 42876)
(37, 24, 242782)
(37, 32, 49432)
(37, 13, 230752)
(37, 25, 445126)
(37, 27, 128729)
(37, 9, 104654)
(37, 15, 165790)
(37, 4, 143234)
(37, 29, 179587)
(38, 19, 141124)
(38, 8, 173733)
(38, 16, 322451)
(38, 30, 151458)
(38, 4, 330338)
(38, 36, 93957)
(38, 24, 56868)
(38, 7, 127246)
(38, 34, 211784)
(38, 32, 435972)
(38, 3, 136043)
(38, 23, 184459)
(38, 1, 137234)
(38, 13, 460126)
(38, 26, 497063)
(38, 9, 120315)
(38, 12, 354847)
(38, 37, 285118)
(38, 15, 179395)
(38, 6, 312948)
(38, 35, 504484)
(38, 14, 386753)
(38, 5, 496818)
(38, 17, 237622)
(38, 25, 203827)
(39, 31, 450617)
(39, 33, 236478)
(39, 23, 148767)
(39, 36, 253118)
(39, 3, 456647)
(39, 22, 273416)
(39, 2, 187014)
(39, 35, 463614)
(39, 30, 478999)
(39, 27, 495334)
(39, 8, 389492)
(39, 38, 504202)
(39, 28, 330818)
(39, 18, 205287)
(39, 15, 36005)
(39, 14, 471704)
(40, 16, 269332)
(40, 33, 101810)
(40, 38, 440530)
(40, 26, 317066)
(40, 36, 467269)
(40, 23, 488029)
(40, 7, 80892)
(40, 8, 41746)
(40, 29, 209531)
(40, 28, 367506)
(40, 37, 118546)
(40, 6, 406898)
(40, 2, 388394)
(40, 20, 56765)
(40, 24, 505050)
(41, 17, 21141)
(41, 22, 421508)
(41, 37, 497254)
(41, 2, 109836)
(41, 18, 383812)
(41, 16, 319144)
(41, 6, 411688)
(41, 23, 462467)
(41, 11, 370997)
(41, 24, 64854)
(41, 33, 23114)
(41, 30, 458334)
(41, 27, 141453)
(41, 1, 190986)
(41, 35, 71331)
(42, 30, 213641)
(42, 24, 116964)
(42, 32, 211175)
(42, 16, 191322)
(42, 34, 227499)
(43, 17, 294501)
(43, 13, 59256)
(43, 20, 67419)
(43, 25, 39665)
(43, 30, 486580)
(43, 27, 319132)
(43, 3, 312839)
(43, 5, 65930)
(43, 24, 165177)
(43, 0, 241168)
(43, 35, 236132)
(43, 26, 374936)
(43, 6, 80046)
(43, 28, 185271)
(43, 32, 281394)
(43, 22, 426674)
(43, 16, 512930)
(43, 14, 214209)
(43, 12, 184244)
(43, 33, 387720)
(43, 23, 26973)
(43, 10, 321116)
(43, 1, 55044)
(43, 31, 320393)
(43, 40, 499399)
(43, 18, 90709)
(44, 23, 83454)
(44, 7, 407471)
(44, 30, 227887)
(44, 28, 254180)
(44, 24, 10028)
(45, 27, 355631)
(45, 6, 400717)
(45, 10, 261675)
(45, 12, 98503)
(45, 29, 353148)
(45, 43, 180397)
(45, 34, 320291)
(45, 16, 29074)
(45, 8, 73682)
(45, 3, 260540)
(45, 19, 74694)
(45, 36, 34019)
(45, 1, 369084)
(45, 2, 496268)
(45, 42, 201195)
(45, 7, 504866)
(45, 37, 99887)
(45, 22, 444033)
(45, 25, 503996)
(45, 30, 200382)
(45, 38, 335419)
(45, 39, 20341)
(45, 33, 428604)
(45, 35, 64504)
(45, 17, 335179)
(45, 11, 504784)
(45, 21, 81854)
(45, 23, 70257)
(45, 20, 477689)
(45, 28, 405578)
(46, 32, 213566)
(46, 37, 498644)
(46, 8, 368592)
(46, 44, 464110)
(46, 4, 118663)
(46, 12, 266906)
(46, 7, 249583)
(46, 40, 237899)
(46, 29, 343896)
(46, 24, 226346)
(46, 27, 309933)
(47, 29, 155364)
(47, 5, 44836)
(47, 12, 69915)
(47, 37, 101346)
(47, 45, 19914)
(47, 14, 275453)
(47, 18, 458819)
(47, 33, 329532)
(47, 34, 106384)
(47, 36, 332787)
(47, 44, 359990)
(47, 9, 233765)
(47, 24, 143886)
(47, 27, 482034)
(47, 25, 492479)
(47, 41, 126345)
(47, 38, 198021)
(47, 15, 338904)
(47, 10, 244210)
(47, 40, 511667)
(47, 7, 491860)
(47, 22, 399476)
(47, 17, 94189)
(47, 8, 274282)
(48, 24, 156347)
(48, 20, 256870)
(48, 28, 180885)
(48, 30, 375469)
(48, 12, 86281)
(48, 9, 135679)
(48, 10, 266399)
(48, 31, 393594)
(48, 35, 446433)
(48, 18, 173440)
(48, 5, 120490)
(48, 39, 12384)
(49, 31, 267084)
(49, 34, 498103)
(49, 13, 512287)
(49, 37, 278294)
(49, 26, 278148)
(49, 45, 243738)
(49, 47, 93216)
(49, 15, 209185)
(49, 25, 167835)
(49, 24, 170781)
(49, 32, 444089)
(49, 3, 180679)
(49, 21, 456834)
(49, 42, 321333)
(49, 18, 262007)
(49, 33, 195744)
(49, 27, 460115)
(49, 30, 286628)
(49, 17, 357461)
(49, 19, 192222)
(49, 28, 293463)
(49, 23, 511012)
(49, 38, 176672)
(49, 9, 448144)
(50, 36, 510984)
(50, 28, 405974)
(50, 6, 439424)
(50, 42, 137934)
(50, 45, 96122)
(50, 20, 94664)
(50, 19, 415008)
(50, 24, 111617)
(50, 29, 364305)
(50, 37, 249075)
(50, 26, 107412)
(50, 48, 16427)
(50, 2, 508112)
(50, 23, 34209)
(50, 27, 253412)
(50, 9, 157771)
(50, 14, 352647)
(50, 3, 185493)
(50, 35, 234229)
(50, 47, 294722)
(50, 41, 275882)
(50, 34, 378102)
(50, 7, 374257)
(50, 1, 217116)
(50, 4, 262453)
(50, 16, 96028)
(50, 17, 414375)
(50, 32, 260212)
(50, 22, 165462)
(50, 21, 484350)
(50, 11, 191408)
(50, 43, 460836)
(50, 18, 356943)
(50, 10, 60585)
(50, 15, 474461)
(50, 40, 102505)
(50, 38, 449904)
(50, 31, 180878)
(50, 8, 417200)
(50, 39, 176807)
(50, 5, 406639)
(50, 44, 305931)
(50, 12, 138461)
(50, 30, 90742)
(50, 25, 271447)
(50, 33, 72923)
(50, 13, 209404)
(50, 0, 63580)
(51, 21, 10294)
(51, 27, 21955)
(51, 3, 219356)
(51, 42, 450537)
(51, 41, 365526)
(51, 37, 400251)
(51, 28, 196288)
(51, 13, 173538)
(51, 47, 317287)
(51, 30, 182390)
(51, 49, 162158)
(51, 22, 19879)
(52, 37, 512225)
(52, 34, 112177)
(52, 0, 407388)
(52, 38, 196361)
(52, 42, 377850)
(52, 22, 54730)
(52, 47, 237121)
(52, 29, 286266)
(52, 6, 474953)
(52, 14, 379217)
(52, 8, 354957)
(52, 18, 184432)
(52, 49, 338589)
(52, 20, 114867)
(52, 23, 225772)
(52, 45, 493261)
(52, 13, 280319)
(52, 5, 364252)
(52, 41, 313059)
(53, 45, 250840)
(53, 13, 10141)
(53, 28, 235505)
(53, 17, 43240)
