132
(1, 0, 1505)
(2, 0, 7554)
(3, 1, 7307)
(3, 2, 7833)
(4, 1, 53)
(4, 2, 7947)
(4, 0, 3786)
(4, 3, 201)
(5, 2, 3774)
(5, 0, 4727)
(6, 4, 8636)
(6, 5, 5593)
(6, 1, 2901)
(6, 2, 5232)
(6, 0, 2924)
(7, 6, 8266)
(7, 4, 4009)
(7, 2, 1800)
(7, 3, 7298)
(7, 0, 3819)
(8, 0, 7457)
(8, 6, 2480)
(9, 0, 1277)
(9, 6, 4150)
(10, 9, 3334)
(10, 5, 4303)
(11, 9, 5870)
(11, 5, 3585)
(11, 6, 3162)
(11, 1, 4688)
(11, 0, 291)
(11, 8, 722)
(11, 3, 5883)
(12, 8, 1930)
(12, 1, 278)
(12, 5, 1363)
(12, 7, 7110)
(13, 8, 3882)
(13, 0, 1589)
(13, 6, 5356)
(13, 11, 2571)
(13, 5, 8459)
(13, 9, 5774)
(13, 10, 2464)
(13, 3, 1476)
(13, 7, 4726)
(13, 1, 4141)
(13, 12, 7789)
(13, 2, 4124)
(13, 4, 7660)
(14, 11, 2966)
(14, 3, 1255)
(14, 12, 1487)
(15, 7, 3129)
(15, 14, 8436)
(15, 13, 4973)
(15, 8, 5255)
(15, 11, 2586)
(15, 1, 3034)
(15, 9, 7313)
(15, 10, 1709)
(15, 2, 4360)
(15, 0, 1584)
(15, 6, 4339)
(15, 3, 6275)
(15, 12, 3543)
(15, 5, 582)
(15, 4, 5352)
(16, 15, 4883)
(16, 12, 8707)
(16, 5, 478)
(16, 6, 3731)
(16, 3, 6151)
(16, 13, 7646)
(16, 7, 5464)
(16, 8, 5314)
(16, 2, 5289)
(16, 1, 1159)
(16, 0, 3854)
(16, 9, 6416)
(16, 10, 1525)
(16, 14, 6470)
(17, 9, 7681)
(17, 2, 3078)
(18, 11, 1360)
(18, 10, 7514)
(18, 9, 6916)
(18, 13, 3552)
(19, 9, 4915)
(20, 14, 1650)
(20, 11, 193)
(20, 7, 3220)
(20, 12, 1316)
(20, 13, 4108)
(21, 14, 6875)
(21, 20, 7398)
(21, 15, 6425)
(21, 6, 3855)
(21, 13, 1590)
(21, 9, 7910)
(21, 10, 7175)
(22, 18, 7523)
(22, 6, 3134)
(22, 13, 6730)
(22, 10, 3227)
(22, 3, 3963)
(22, 17, 5450)
(22, 11, 2283)
(22, 14, 607)
(22, 20, 3598)
(22, 21, 6977)
(22, 9, 1116)
(22, 8, 3622)
(22, 2, 8225)
(22, 1, 7320)
(22, 0, 44)
(22, 5, 1041)
(22, 15, 5202)
(22, 19, 5387)
(22, 7, 7530)
(22, 16, 1303)
(22, 4, 6220)
(23, 15, 5256)
(23, 3, 5933)
(23, 16, 2651)
(23, 22, 7238)
(23, 14, 2219)
(23, 19, 92)
(23, 2, 5441)
(23, 20, 1296)
(23, 1, 4308)
(23, 5, 2052)
(24, 18, 8453)
(24, 3, 7054)
(24, 22, 4917)
(24, 10, 2418)
(24, 7, 7427)
(24, 16, 3962)
(24, 5, 3396)
(24, 0, 102)
(24, 2, 5494)
(24, 8, 3505)
(24, 12, 4728)
(24, 21, 5003)
(24, 15, 20)
(24, 14, 1788)
(24, 11, 6961)
(25, 16, 4576)
(25, 4, 3609)
(25, 20, 3245)
(25, 24, 4239)
(25, 5, 859)
(25, 13, 690)
(25, 2, 6479)
(25, 15, 3636)
(25, 12, 8080)
(25, 9, 5323)
(25, 11, 3633)
(25, 1, 2345)
(25, 10, 8256)
(25, 23, 1960)
(25, 21, 739)
(25, 17, 1742)
(25, 14, 5875)
(25, 6, 8497)
(25, 22, 4130)
(25, 3, 7314)
(25, 0, 6072)
(25, 18, 8662)
(25, 19, 3208)
(26, 25, 667)
(26, 5, 6940)
(26, 23, 8160)
(26, 16, 289)
(26, 10, 4335)
(26, 9, 5716)
(26, 13, 6215)
(26, 7, 348)
(26, 2, 4426)
(26, 8, 3393)
(26, 1, 3339)
(26, 6, 7480)
(26, 22, 871)
(26, 12, 1615)
(26, 14, 6956)
(26, 4, 6499)
(26, 21, 7133)
(26, 19, 8235)
(26, 0, 6734)
(26, 17, 2216)
(26, 18, 2065)
(27, 12, 3086)
(27, 2, 4038)
(27, 16, 4976)
(27, 23, 1685)
