19
(1, 0, 6)
(2, 0, 24)
(2, 1, 76)
(3, 1, 99)
(3, 2, 144)
(3, 0, 136)
(4, 0, 53)
(4, 1, 174)
(4, 3, 26)
(5, 3, 40)
(5, 2, 33)
(5, 1, 179)
(5, 0, 161)
(5, 4, 103)
(6, 3, 168)
(6, 2, 113)
(6, 1, 43)
(6, 5, 63)
(7, 6, 34)
(7, 1, 104)
(7, 4, 88)
(8, 7, 64)
(8, 5, 86)
(8, 0, 12)
(8, 1, 165)
(8, 2, 87)
(9, 8, 69)
(9, 4, 73)
(9, 2, 97)
(9, 1, 27)
(9, 0, 93)
(9, 3, 70)
(9, 5, 66)
(9, 7, 83)
(9, 6, 42)
(10, 1, 142)
(10, 3, 71)
(10, 9, 130)
(10, 5, 91)
(10, 0, 114)
(10, 6, 169)
(10, 4, 147)
(10, 7, 17)
(10, 8, 89)
(10, 2, 54)
(11, 5, 148)
(11, 3, 96)
(11, 0, 38)
(11, 8, 101)
(12, 1, 137)
(12, 9, 80)
(12, 2, 90)
(12, 7, 13)
(12, 3, 57)
(12, 5, 138)
(12, 0, 175)
(12, 11, 160)
(12, 6, 45)
(12, 8, 166)
(12, 4, 25)
(13, 11, 154)
(13, 1, 117)
(13, 5, 122)
(13, 6, 115)
(13, 7, 21)
(13, 4, 164)
(13, 3, 124)
(13, 9, 44)
(13, 12, 18)
(14, 7, 82)
(14, 11, 41)
(14, 2, 121)
(14, 4, 11)
(14, 12, 32)
(14, 5, 109)
(14, 0, 35)
(14, 8, 131)
(14, 9, 163)
(15, 1, 140)
(15, 2, 9)
(15, 8, 158)
(15, 5, 146)
(15, 7, 105)
(15, 6, 55)
(16, 9, 132)
(16, 6, 92)
(16, 5, 94)
(16, 4, 48)
(16, 12, 178)
(16, 1, 145)
(16, 8, 134)
(16, 10, 84)
(16, 11, 14)
(16, 7, 58)
(16, 14, 157)
(16, 2, 128)
(16, 3, 74)
(16, 0, 68)
(17, 3, 79)
(17, 16, 129)
(17, 2, 135)
(17, 8, 46)
(17, 6, 108)
(17, 10, 118)
(17, 12, 49)
(17, 7, 126)
(17, 0, 30)
(18, 5, 23)
(18, 4, 172)
(18, 15, 141)
(18, 12, 139)
(18, 14, 162)
(18, 9, 29)
(18, 8, 106)
(18, 17, 78)
(18, 13, 112)
(18, 1, 28)
(18, 2, 98)
(18, 16, 170)
(18, 6, 133)
(18, 7, 107)
(18, 11, 37)
(18, 0, 111)
(18, 10, 150)
(18, 3, 100)
